y x
0.0469662532208853 -1.13832592312247
-0.155764620381874 2.17378322966397
0.11661115396707 4.01770186703652
-0.470439942935102 7.44758599624038
-0.0359841548137823 4.29635206889361
0.327727726656555 3.17852722387761
0.172315632710651 1.1849678857252
-0.0257290307393414 5.32195190619677
-0.0686372406619331 8.71130079124123
0.222082809017205 9.82465691957623
0.019592547971958 3.45825038757175
0.570906921296053 9.22307530418038
-0.206229278395173 8.89960984326899
0.503192351969214 9.9073037058115
-0.116019728457493 0.738755253143609
0.407499857355099 -1.65978101454675
0.162965488639798 -1.76143292244524
-0.0245536369066385 4.00370292365551
-0.564022240588902 5.94186380505562
0.0577546839737286 0.108789797872305
-0.145837312831345 -1.22797683440149
-0.332730483242297 1.54808651003987
0.300048016630214 3.39865635242313
0.156050959981082 4.84612585045397
0.0627271867143489 4.81234037410468
0.185525826321178 3.33907611109316
0.099996913949543 4.10236296989024
-0.50978314365552 7.51916006486863
0.255923788526834 -0.843235590495169
-0.345424918735371 7.05046621803194
-0.0547453026086143 1.29072310682386
-0.159439982627564 5.78317982982844
0.0514613971572231 -0.443731286562979
-0.0772633747381107 2.65389057993889
-0.576930738399142 5.98849057778716
-0.440530727529053 5.65415698476136
-0.394315544287247 6.86172885075212
0.0686186955660067 9.14075512718409
0.19495536118567 -0.840578809380531
0.461701832265212 9.92435894813389
-0.368339497528407 -0.0133659187704325
-0.479385534569078 7.47697410266846
-0.0312189055023769 -0.579651110805571
0.0787156228358702 -0.107325343415141
-0.0653855808564206 -1.50354441534728
0.277106148257855 4.49218237027526
-0.817649826145708 7.16637548059225
0.500699327314943 9.97909111902118
-0.482344301199233 6.8589124949649
-0.148816671952046 5.31485924590379
0.147839931862223 -0.671325223520398
0.0958930787411029 8.86742909904569
0.138668992237497 1.70492049865425
-0.429602901288866 7.51089695841074
0.108507709110669 8.87293087411672
-0.0984802992506363 -1.61228240095079
0.222348656030452 -0.531608802266419
-0.220765154629974 7.48722042050213
0.218787573530194 3.43094109930098
0.314356966821566 2.51029530726373
0.0683828608882037 5.40122563298792
-0.137543769115883 4.94614691939205
0.395544244310435 1.77687889710069
0.376873378694419 3.48971283901483
0.143901178282584 2.41506514698267
-0.232756371409335 -0.670673932880163
0.143919285191813 9.18522214051336
-0.259740591935953 8.18738260213286
0.066531246793664 2.45997872296721
0.188246232878293 4.88960730005056
-0.7126638988253 5.93990889377892
0.545423071315182 -0.891115443781018
0.239288113636676 3.90055599715561
0.218491067378546 -0.163758680224419
0.157427027593812 4.98266814555973
-0.0395856679502622 5.17212820332497
0.258250502830176 9.05864885635674
0.00919950547849632 -1.70326007530093
0.0952832679053122 0.157405395060778
0.237447817907482 2.27658561244607
0.159022887063091 4.34060791973025
0.123810832037976 5.33612586092204
-0.394472297313101 7.38209374435246
-0.00161233392472269 -1.27868909202516
-0.0252225494694366 -1.00387843884528
0.0964716223341803 5.068798285909
-0.479551645576485 5.94126973487437
-0.26417861668085 4.96751479618251
-0.258909103306991 8.42691940441728
0.113361944537054 -0.418859978206456
0.312749462831661 1.18440515268594
-0.124385024651679 9.49972354434431
0.0654841839715192 -0.674961047247052
-0.584621522570541 7.89771710429341
0.0605921031128621 0.125711192376912
0.207823885364187 1.62074932083488
-0.274054157143423 7.74258086178452
-0.0725114211826702 2.86238045245409
-0.116229228341154 -1.58468035794795
-0.0229163483699502 4.12757649458945
0.45525195548031 9.32062313053757
-0.369131313896221 1.60421418398619
0.293024324223718 0.446082197129726
-0.267892472053655 5.83389594312757
-0.435025148844132 8.21792600862682
-0.0585587004924968 8.49013275373727
0.080998052184211 3.04500591475517
-0.0669085046430366 8.91399587411433
-0.0148347150664425 5.53000146895647
0.0209674804925093 -1.1982256853953
-0.0296575768480356 5.12640735786408
-0.506136031424167 6.87847874034196
0.0974469250405172 3.4556149886921
-0.177838490758933 5.38313302677125
-0.206910243103473 5.74526792857796
0.281577706219485 -1.67223717924207
-0.000429381406785667 4.83717811852694
-0.00450060142677233 9.19525887724012
-0.509060374471316 7.12930477317423
-0.0806322070397886 0.726359382271767
-0.270517473829282 -0.0468720514327288
0.306257457447501 0.568341078236699
-0.0718895972537145 1.1163374716416
0.58460317959128 3.47897524386644
0.317638594807791 9.75681771244854
0.127504062686987 2.91074341069907
0.0724763710960249 1.74285763222724
0.371356477499444 -1.98745400365442
0.071391440019635 9.14028504211456
0.171209792520657 3.41146332491189
0.234927539851749 -1.8497795285657
0.131565319481547 -1.56622022204101
0.021960328531621 -0.107097037136555
-0.534789448396825 8.01584283541888
-0.599197238503293 0.752948790788651
-0.811629995174091 7.34391883295029
